,name,address,EVC_rapid,EVC_regular,category,lonlat
3849,九段会館テラス,東京都千代田区九段南１－６ー５,1,0,その他,"[139.751511, 35.69471]"
3850,ヨドバシカメラマルチメディアＡｋｉｂａ,東京都千代田区神田花岡町１－１,1,0,大規模小売店舗,"[139.774612, 35.698639]"
3851,ＯＴＥＭＡＣＨＩ　ＯＮＥ,東京都千代田区大手町一丁目２番１号,3,0,その他,"[139.76265, 35.687737]"
3852,ホテルニューオータニ東京,東京都千代田区紀尾井町４－１,2,0,宿泊施設,"[139.734283, 35.680435]"
3853,丸の内中央パーキング,東京都千代田区丸の内２－４－１,0,24,大規模小売店舗,"[139.763794, 35.681046]"
3854,東京ミッドタウン日比谷,東京都千代田区有楽町１－１－２,0,2,大規模小売店舗,"[139.759552, 35.674088]"
3855,東急プラザ赤坂,東京都千代田区永田町２－１４－３,0,5,大規模小売店舗,"[139.738052, 35.676807]"
3856,ＧＩＮＺＡ　ＳＩＸ,東京都中央区銀座六丁目１０番１号,2,0,大規模小売店舗,"[139.763351, 35.669445]"
3857,Ｏｋｕｒａ　Ｈｏｕｓｅ　Ｐａｒｋｉｎｇ,東京都中央区銀座２－６－１２０,1,0,その他,"[139.767105, 35.673546]"
3858,モビリティ東京　レクサス晴海,東京都中央区晴海１丁目８－１　トリトンスクエア,1,0,自動車ディーラー,"[139.78183, 35.655556]"
3859,メルセデス・ベンツ中央,東京都中央区新川２－９－６,1,0,自動車ディーラー,"[139.779785, 35.675667]"
3860,東京駅八重洲パーキング西駐車場,東京都中央区八重洲２丁目１番,0,18,その他,"[139.769608, 35.679859]"
3861,東京駅八重洲パーキング東駐車場,東京都中央区八重洲２丁目１番,0,9,その他,"[139.769608, 35.679859]"
3862,西銀座駐車場,東京都中央区銀座６丁目４－４,0,21,その他,"[139.761932, 35.671471]"
3863,リパーク日本橋小網町第８,東京都中央区日本橋小網町５－２,0,6,その他,"[139.781815, 35.681217]"
3864,モビリティ東京　中央勝どき店,東京都中央区勝どき２丁目１７番１０号,0,1,自動車ディーラー,"[139.777695, 35.657581]"
3865,モビリティ東京　中央晴海店,東京都中央区晴海１―８－１,0,1,自動車ディーラー,"[139.786163, 35.659523]"
3866,虎ノ門ヒルズ駐車場,東京都港区虎ノ門１丁目２３番３号,1,0,大規模小売店舗,"[139.749207, 35.666832]"
3867,モビリティ東京　レクサス高輪,東京都港区高輪３－２３－１０,1,0,自動車ディーラー,"[139.736893, 35.631153]"
3868,日産自動車販売三田高輪店,東京都港区三田２－１７－２０,1,0,自動車ディーラー,"[139.739655, 35.648575]"
3869,日産自動車販売白金店,東京都港区白金６丁目２３－４,2,0,自動車ディーラー,"[139.721268, 35.644115]"
3870,六本木ヒルズ第２駐車場,東京都港区六本木６丁目１０番１号,1,0,大規模小売店舗,"[139.729202, 35.660206]"
3871,アーク森ビル駐車場地下２階,東京都港区赤坂１丁目１２番３２号,1,0,大規模小売店舗,"[139.741302, 35.667343]"
3872,東京ポートシティ竹芝オフィスタワー,東京都港区海岸１－７－１海岸東京ポートシティ竹芝オフィスタワー１階,2,0,その他,"[139.760864, 35.655045]"
3873,汐留シティセンター,東京都港区東新橋１丁目５－２,1,0,大規模小売店舗,"[139.761398, 35.665634]"
3874,東京タワーパーキングチケット,東京都港区芝公園４丁目６－８地先,1,0,その他,"[139.74556, 35.655968]"
3875,Ａｕｄｉ芝浦,東京都港区芝浦１－６－３８,1,0,自動車ディーラー,"[139.75528, 35.647343]"
3876,Honda ウエルカムプラザ　青山,東京都港区南青山２－１－１,1,0,自動車ディーラー,"[139.723816, 35.672199]"
3877,メルセデス・ベンツ麻布,東京都港区三田１－１－１５,1,0,自動車ディーラー,"[139.738907, 35.655296]"
3878,メルセデス・ベンツ東京芝浦,東京都港区芝浦１－６－３８,1,0,自動車ディーラー,"[139.75528, 35.647343]"
3879,品川イーストワンタワー,東京都港区港南２－１６－１,0,2,大規模小売店舗,"[139.740677, 35.626488]"
3880,東京ミッドタウン,東京都港区赤坂９－７－１,0,125,大規模小売店舗,"[139.732208, 35.666023]"
3881,三田国際ビル,東京都港区三田１－４－２８,0,50,大規模小売店舗,"[139.742737, 35.653156]"
3882,虎ノ門ヒルズ駐車場地下３階,東京都港区虎ノ門１丁目２３番３号,0,61,大規模小売店舗,"[139.749207, 35.666832]"
3883,六本木ヒルズ第２駐車場,東京都港区六本木６丁目１０番１号,0,239,大規模小売店舗,"[139.729202, 35.660206]"
3884,アーク森ビル駐車場地下２階,東京都港区赤坂１丁目１２番３２号,0,94,大規模小売店舗,"[139.741302, 35.667343]"
3885,カナダコート,東京都港区赤坂７－３－２４,0,1,その他,"[139.728806, 35.67326]"
3886,モビリティ東京　港三田店,東京都港区三田２－２０－１２,0,1,自動車ディーラー,"[139.738876, 35.648289]"
3887,モビリティ東京　三田店,東京都港区三田３－１１－３４,0,1,自動車ディーラー,"[139.741776, 35.641232]"
3888,モビリティ東京　芝浦店,東京都港区芝浦４―８―３,0,1,自動車ディーラー,"[139.747116, 35.639748]"
3889,モビリティ東京　白金店,東京都港区白金台１－１－３６,0,1,自動車ディーラー,"[139.729813, 35.63879]"
3890,東日本三菱自動車販売（株）新宿店,東京都新宿区西新宿４－４１－１２,1,0,自動車ディーラー,"[139.686005, 35.68441]"
3891,コスモ石油セルフピュア新宿中央ＳＳ,東京都新宿区西新宿６－１４－４,1,0,ガソリンスタンド,"[139.689697, 35.692436]"
3892,モビリティ東京　レクサス新宿,東京都新宿区大久保２丁目５－１７,1,0,自動車ディーラー,"[139.708313, 35.703228]"
3893,日産自動車販売丸山店,東京都新宿区西落合２丁目１－１２,1,0,自動車ディーラー,"[139.677963, 35.723648]"
3894,メルセデス・ベンツ新宿副都心,東京都新宿区北新宿１－２０－８,1,0,自動車ディーラー,"[139.693283, 35.697395]"
3895,新宿三井ビルディング　Ｂ３Ｆ,東京都新宿区西新宿２丁目１－１,0,35,その他,"[139.693924, 35.691662]"
3896,新宿サブナード駐車場,東京都新宿区歌舞伎町１－２－２,0,6,大規模小売店舗,"[139.703705, 35.693451]"
3897,モビリティ東京　新宿明治通り南店,東京都新宿区新宿７－２７－１９,0,1,自動車ディーラー,"[139.707962, 35.700039]"
3898,モビリティ東京　新宿靖国通り店,東京都新宿区新宿１－２７－７,0,1,自動車ディーラー,"[139.713882, 35.69112]"
3899,文京区電気自動車急速充電スタンド,東京都文京区春日１－１－２４,1,0,自治体施設,"[139.752838, 35.707397]"
3900,レクサス小石川　レクサス小石川,東京都文京区小日向４－１－１,1,0,自動車ディーラー,"[139.740234, 35.714153]"
3901,日産自動車販売文京店,東京都文京区千石３－４１－２２,1,0,自動車ディーラー,"[139.740601, 35.725777]"
3902,メルセデス・ベンツ文京,東京都文京区小石川１－２１－３,2,0,自動車ディーラー,"[139.751495, 35.714432]"
3903,ホテル椿山荘東京,東京都文京区関口２－１０－８,1,0,宿泊施設,"[139.726578, 35.712711]"
3904,東京ドームホテル,東京都文京区後楽１－３－６１,0,1,宿泊施設,"[139.752151, 35.703152]"
3905,モビリティ東京　文京小石川店,東京都文京区白山２―２７―１０,0,1,自動車ディーラー,"[139.748322, 35.717381]"
3906,モビリティ東京　文京白山店,東京都文京区白山５－２９－１,1,1,自動車ディーラー,"[139.751846, 35.723721]"
3907,モビリティ東京　台東店,東京都台東区竜泉１―１１―４,0,1,自動車ディーラー,"[139.789108, 35.723499]"
3908,日産東京販売墨田店,東京都墨田区立花２丁目４－３,1,0,自動車ディーラー,"[139.82814, 35.709553]"
3909,日産東京販売墨田菊川店,東京都墨田区江東橋５－２－２７,1,0,自動車ディーラー,"[139.81041, 35.68882]"
3910,ホンダカーズ東京　押上店,東京都墨田区押上２－２２－４,1,0,自動車ディーラー,"[139.814377, 35.714931]"
3911,メルセデス・ベンツ墨田,東京都墨田区吾妻橋１－１－１,3,0,自動車ディーラー,"[139.798782, 35.707607]"
3912,エクス・アリーナ東京,東京都墨田区東墨田２丁目８－５,0,2,その他,"[139.830368, 35.720066]"
3913,モビリティ東京　墨田吾妻橋店,東京都墨田区吾妻橋３―１３―１２,0,1,自動車ディーラー,"[139.805939, 35.709316]"
3914,ネッツトヨタ東都　墨田向島店,東京都墨田区八広５丁目８番３号,0,1,自動車ディーラー,"[139.824142, 35.724709]"
3915,モビリティ東京　墨田蔵前橋通り店,東京都墨田区太平１－１４－８,0,1,自動車ディーラー,"[139.809784, 35.700855]"
3916,モビリティ東京　墨田向島店,東京都墨田区墨田２－１－１,0,1,自動車ディーラー,"[139.814148, 35.730194]"
3917,東日本三菱自動車販売（株）江東店,東京都江東区東陽６－４－７,1,0,自動車ディーラー,"[139.81514, 35.675827]"
3918,コスモ石油セルフＮＥＷ江東ＳＳ,東京都江東区南砂２－３１－１３,1,0,ガソリンスタンド,"[139.822922, 35.675674]"
3919,モビリティ東京　レクサス深川,東京都江東区東陽７丁目２－１５,1,0,自動車ディーラー,"[139.818161, 35.675735]"
3920,日産東京販売亀戸店,東京都江東区亀戸９丁目８－９,1,0,自動車ディーラー,"[139.84314, 35.696945]"
3921,日産東京販売江東店,東京都江東区南砂６－６－２,1,0,自動車ディーラー,"[139.835785, 35.673172]"
3922,日産自動車販売清洲橋店,東京都江東区清澄１－４－５,1,0,自動車ディーラー,"[139.794205, 35.681675]"
3923,ミライト新木場ビル,東京都江東区新木場２－１５－２０,1,0,その他,"[139.82283, 35.639236]"
3924,ア　ピット　オートバックス　シノノメ,東京都江東区東雲２－７－２０,1,0,大規模小売店舗,"[139.803116, 35.64164]"
3925,日本科学未来館,東京都江東区青海２－３－６,2,0,その他,"[139.776657, 35.620018]"
3926,Ａｕｄｉ豊洲,東京都江東区豊洲１－２－３８,1,0,自動車ディーラー,"[139.792938, 35.660133]"
3927,メルセデス・ベンツ豊洲有明ＳＣ,東京都江東区東雲２－１４－３３,1,0,自動車ディーラー,"[139.799667, 35.63747]"
3928,南砂町ショッピングセンターＳＵＮＡＭＯ,東京都江東区新砂３－４－３１,0,20,大規模小売店舗,"[139.834488, 35.665485]"
3929,アリオ北砂,東京都江東区北砂２－１７,0,21,大規模小売店舗,"[139.825562, 35.682449]"
3930,イトーヨーカドー木場店,東京都江東区木場１－５－３０,0,8,大規模小売店舗,"[139.804977, 35.666195]"
3931,モビリティ東京　江東店,東京都江東区扇橋２－１５－７,0,1,自動車ディーラー,"[139.816422, 35.684254]"
3932,ネッツトヨタ東都　江東店,東京都江東区大島１－８－９,0,1,自動車ディーラー,"[139.821594, 35.689121]"
3933,モビリティ東京　深川北店,東京都江東区千石２－１２－６,0,1,自動車ディーラー,"[139.81604, 35.677399]"
3934,モビリティ東京　亀戸店,東京都江東区亀戸７－３６－１３,0,1,自動車ディーラー,"[139.838028, 35.697365]"
3935,モビリティ東京　深川南店,東京都江東区千石２－１２－２４,1,1,自動車ディーラー,"[139.817291, 35.676682]"
3936,モビリティ東京　江東砂町店,東京都江東区南砂２－２－２,0,1,自動車ディーラー,"[139.822021, 35.669544]"
3937,モビリティ東京　有明店,東京都江東区有明１－４－２９,2,1,自動車ディーラー,"[139.785583, 35.635536]"
3938,モビリティ東京　レクサス有明,東京都江東区有明１－４－２９,2,1,自動車ディーラー,"[139.785583, 35.635536]"
3939,ニトリ　南砂店,東京都江東区南砂３－３－６,0,3,大規模小売店舗,"[139.826416, 35.672211]"
3940,品川区立環境学習交流施設エコルとごし,東京都品川区豊町２－１－３０,1,0,自治体施設,"[139.722763, 35.611183]"
3941,日産東京販売新車のひろば目黒店,東京都品川区西五反田４丁目３２－９,1,0,自動車ディーラー,"[139.714264, 35.626247]"
3942,日産東京販売鮫洲店,東京都品川区東大井１丁目９－３５,1,0,自動車ディーラー,"[139.74707, 35.606537]"
3943,イオン品川シーサイド店,東京都品川区東品川４－１２－５,1,1,大規模小売店舗,"[139.748322, 35.611347]"
3944,ゲートシティ大崎,東京都品川区大崎１丁目１１－１,1,0,大規模小売店舗,"[139.731201, 35.619953]"
3945,阪急大井町ガーデン駐車場,東京都品川区大井１－５０－５,1,0,大規模小売店舗,"[139.734039, 35.606041]"
3946,阪急大井町ガーデン駐車場,東京都品川区大井１丁目５０番５号,1,0,大規模小売店舗,"[139.734039, 35.606041]"
3947,メルセデス・ベンツ品川,東京都品川区東品川３－２８－３５,1,0,自動車ディーラー,"[139.748062, 35.612358]"
3948,モビリティ東京　品川西五反田店,東京都品川区西五反田８丁目１１番１８号,0,1,自動車ディーラー,"[139.71904, 35.619625]"
3949,モビリティ東京　大井店,東京都品川区南大井４－４－９,0,1,自動車ディーラー,"[139.737625, 35.597694]"
3950,モビリティ東京　品川戸越店,東京都品川区平塚２－１２－１９,0,1,自動車ディーラー,"[139.712509, 35.617088]"
3951,モビリティ東京　勝島店,東京都品川区勝島１－５－２５,0,1,自動車ディーラー,"[139.745331, 35.597801]"
3952,モビリティ東京　荏原店,東京都品川区荏原４－５－１１,0,1,自動車ディーラー,"[139.708374, 35.614925]"
3953,東日本三菱自動車販売（株）目黒店,東京都目黒区鷹番１－４－７,2,0,自動車ディーラー,"[139.689987, 35.626068]"
3954,都営目黒南二丁目アパート,東京都目黒区南２－１,1,0,自治体施設,"[139.687683, 35.617054]"
3955,モビリティ東京　レクサス目黒,東京都目黒区碑文谷２丁目１１－１７,1,0,自動車ディーラー,"[139.685913, 35.623585]"
3956,モビリティ東京　レクサス渋谷,東京都目黒区青葉台３丁目１－１,1,0,自動車ディーラー,"[139.693405, 35.65366]"
3957,メルセデス・ベンツ目黒ＣＣＣ,東京都目黒区碑文谷２－２１－１３,1,0,自動車ディーラー,"[139.684799, 35.622738]"
3958,モビリティ東京　目黒碑文谷店,東京都目黒区目黒本町２丁目２８番１５号,0,1,自動車ディーラー,"[139.68985, 35.625721]"
3959,モビリティ東京　目黒本店,東京都目黒区目黒本町２－１６－２４,0,1,自動車ディーラー,"[139.692245, 35.62706]"
3960,東日本三菱自動車販売（株）久が原店,東京都大田区久が原５－３－１２,2,0,自動車ディーラー,"[139.698624, 35.578724]"
3961,大田三菱自動車販売（株）大田店,東京都大田区東糀谷１－１４－１７,1,0,自動車ディーラー,"[139.738739, 35.558342]"
3962,首都高１号羽田線　平和島ＰＡ（上り）,東京都大田区平和島２－２－２,1,0,ＳＡ/ＰＡ,"[139.745178, 35.587315]"
3963,モビリティ東京　レクサス池上,東京都大田区矢口３－９－６,1,0,自動車ディーラー,"[139.696671, 35.559971]"
3964,モビリティ東京　レクサス雪谷,東京都大田区雪谷大塚町９－１６,1,0,自動車ディーラー,"[139.67984, 35.591022]"
3965,日産東京販売大森店,東京都大田区大森北６丁目２４－１４,1,0,自動車ディーラー,"[139.730759, 35.578777]"
3966,日産東京販売大田店,東京都大田区矢口２丁目４－１２,1,0,自動車ディーラー,"[139.693008, 35.564075]"
3967,日産東京販売蒲田店,東京都大田区東六郷２－１９－１１,1,0,自動車ディーラー,"[139.714798, 35.547947]"
3968,日産東京販売雪谷店,東京都大田区東雪谷２丁目１－１６,1,0,自動車ディーラー,"[139.686462, 35.598717]"
3969,日産東京販売大森中店,東京都大田区大森中２丁目１３－１０,1,0,自動車ディーラー,"[139.735443, 35.568298]"
3970,日産東京販売株式会社　池上店,東京都大田区池上２－７－１５,1,0,自動車ディーラー,"[139.700745, 35.578934]"
3971,日産東京販売株式会社　調布多摩川店,東京都大田区多摩川３－４０－１,1,0,自動車ディーラー,"[139.699417, 35.563114]"
3972,コーナン本羽田萩中店,東京都大田区本羽田２丁目３－１,2,0,大規模小売店舗,"[139.731079, 35.549603]"
3973,ホンダカーズ東京中央　蒲田店,東京都大田区仲六郷３－２９－５,1,0,自動車ディーラー,"[139.713242, 35.546371]"
3974,ホンダカーズ東京中央　仲池上店,東京都大田区仲池上１－１７－１５,1,0,自動車ディーラー,"[139.696579, 35.588398]"
3975,メルセデス・ベンツ大田,東京都大田区東雪谷１－６－２,1,0,自動車ディーラー,"[139.688339, 35.599735]"
3976,マチノマ大森,東京都大田区大森西３丁目１番３８号,1,0,大規模小売店舗,"[139.725586, 35.574554]"
3977,イトーヨーカドー大森店,東京都大田区大森北２－１３－１,0,44,大規模小売店舗,"[139.732544, 35.587242]"
3978,モビリティ東京　大田店,東京都大田区東馬込２丁目１９番１号,0,1,自動車ディーラー,"[139.716248, 35.593174]"
3979,モビリティ東京　蒲田本町店,東京都大田区蒲田本町２－２９－８,0,1,自動車ディーラー,"[139.720795, 35.556286]"
3980,モビリティ東京　馬込環七通り店,東京都大田区北馬込１－８－３,0,1,自動車ディーラー,"[139.702698, 35.600014]"
3981,モビリティ東京　久が原店,東京都大田区東嶺町３２－２,0,1,自動車ディーラー,"[139.68309, 35.580166]"
3982,モビリティ東京　蒲田仲六郷店,東京都大田区仲六郷１丁目５０番８号,1,1,自動車ディーラー,"[139.717758, 35.552341]"
3983,モビリティ東京　池上第二京浜店,東京都大田区池上８―２０－１,0,1,自動車ディーラー,"[139.697388, 35.569473]"
3984,モビリティ東京　大森店,東京都大田区大森本町１－３－１５,0,1,自動車ディーラー,"[139.736206, 35.586372]"
3985,モビリティ東京　馬込第二京浜店,東京都大田区南馬込５－４２－２,0,1,自動車ディーラー,"[139.705231, 35.585739]"
3986,東日本三菱自動車販売（株）世田谷店,東京都世田谷区上用賀６－５－２,2,0,自動車ディーラー,"[139.624619, 35.632748]"
3987,首都高３号渋谷線　用賀ＰＡ（上り）,東京都世田谷区用賀４丁目６,1,0,ＳＡ/ＰＡ,"[139.6315, 35.626511]"
3988,都営代沢一丁目アパート,東京都世田谷区代沢１－２４,1,0,自治体施設,"[139.6763, 35.656319]"
3989,モビリティ東京　レクサス等々力,東京都世田谷区中町１－１０－１３,1,0,自動車ディーラー,"[139.64386, 35.606285]"
3990,モビリティ東京　レクサス用賀,東京都世田谷区上用賀５－１３－６,1,0,自動車ディーラー,"[139.625931, 35.629536]"
3991,モビリティ東京　レクサス若林,東京都世田谷区若林３－１３－１,1,0,自動車ディーラー,"[139.658081, 35.641975]"
3992,日産東京販売世田谷店,東京都世田谷区桜丘４丁目２８－２,1,0,自動車ディーラー,"[139.62207, 35.637413]"
3993,日産東京販売２４６上馬店,東京都世田谷区駒沢４－２９－１６,1,0,自動車ディーラー,"[139.653824, 35.629902]"
3994,日産東京販売駒沢店,東京都世田谷区下馬６－１０－１０,1,0,自動車ディーラー,"[139.677429, 35.627686]"
3995,日産東京販売桜新町店,東京都世田谷区用賀３丁目３－１８,1,0,自動車ディーラー,"[139.638535, 35.632458]"
3996,日産東京販売上馬店,東京都世田谷区上馬４－２５－２６,1,0,自動車ディーラー,"[139.662552, 35.637394]"
3997,日産東京販売上野毛店,東京都世田谷区上野毛１－２８－７,1,0,自動車ディーラー,"[139.637833, 35.613121]"
3998,日産東京販売成城砧店,東京都世田谷区砧１－９－１４,1,0,自動車ディーラー,"[139.617584, 35.635578]"
3999,Ｄｒ．Ｄｒｉｖｅセルフ烏山店,東京都世田谷区北烏山６丁目１ー１,1,0,ガソリンスタンド,"[139.599976, 35.672356]"
4000,フィアット世田谷,東京都世田谷区世田谷２－４－１１,1,0,自動車ディーラー,"[139.64505, 35.642067]"
4001,フィアット田園調布,東京都世田谷区玉川田園調布２－７－１９,1,0,自動車ディーラー,"[139.664505, 35.600971]"
4002,日産東京販売株式会社　成城店,東京都世田谷区喜多見７－３５－２４,1,0,自動車ディーラー,"[139.598007, 35.633469]"
4003,Ａｕｄｉ世田谷,東京都世田谷区尾山台２－３０－８,1,0,自動車ディーラー,"[139.65332, 35.60326]"
4004,ホンダカーズ東京中央　桜新町店,東京都世田谷区新町２－１９－２,1,1,自動車ディーラー,"[139.648224, 35.628662]"
4005,ホンダカーズ東京中央　野沢店,東京都世田谷区野沢３－３０－５,1,0,自動車ディーラー,"[139.672134, 35.630066]"
4006,メルセデス・ベンツ世田谷南,東京都世田谷区上野毛４－３５－９,1,0,自動車ディーラー,"[139.636276, 35.616478]"
4007,メルセデス・ベンツ世田谷桜丘,東京都世田谷区桜丘４－２６－５,1,0,自動車ディーラー,"[139.620758, 35.637821]"
4008,玉川高島屋マロニエコート地下３階駐車場,東京都世田谷区玉川２－２７－５,0,7,大規模小売店舗,"[139.627686, 35.615055]"
4009,玉川高島屋マロニエコート地下２階駐車場,東京都世田谷区玉川２－２７－５,0,7,大規模小売店舗,"[139.627686, 35.615055]"
4010,玉川高島屋西館Ｂ１Ｂ駐車場,東京都世田谷区玉川３－１６－２２,0,3,大規模小売店舗,"[139.626175, 35.614365]"
4011,モビリティ東京　瀬田店,東京都世田谷区玉川台１丁目８番６号,0,1,自動車ディーラー,"[139.633774, 35.622456]"
4012,モビリティ東京　世田谷桜丘店,東京都世田谷区桜丘４－１４－１,1,1,自動車ディーラー,"[139.623413, 35.637852]"
4013,モビリティ東京　世田谷用賀店,東京都世田谷区用賀２－２－２,0,1,自動車ディーラー,"[139.641037, 35.625786]"
4014,モビリティ東京　若林淡島通り店,東京都世田谷区若林２－３５－１１,0,1,自動車ディーラー,"[139.661362, 35.650051]"
4015,モビリティ東京　等々力店,東京都世田谷区等々力６－３６－５,0,1,自動車ディーラー,"[139.658264, 35.613106]"
4016,モビリティ東京　成城店,東京都世田谷区千歳台３－１９－２２,0,1,自動車ディーラー,"[139.616058, 35.652634]"
4017,モビリティ東京　尾山台店,東京都世田谷区等々力２―２―２,0,1,自動車ディーラー,"[139.649384, 35.606564]"
4018,モビリティ東京　上馬店,東京都世田谷区上馬４－２－１０,0,1,自動車ディーラー,"[139.662582, 35.634232]"
4019,モビリティ東京　Ｕ－Ｃａｒ成城世田谷通り,東京都世田谷区成城３－２０－５,0,1,自動車ディーラー,"[139.595932, 35.634636]"
4020,首都高４号新宿線　代々木ＰＡ（上り）,東京都渋谷区代々木神園町１－２,1,0,ＳＡ/ＰＡ,"[139.702164, 35.669754]"
4021,日産レンタカー西新宿山手通り店,東京都渋谷区本町３丁目８－２,1,0,自動車ディーラー,"[139.682999, 35.68832]"
